name,family,case,qualifying,evidence,mod_class,unverified,batch,dataflow,reducer,cr_read,slc_mode,channels,dies_per_channel,planes_per_die,n_planes,tR_us,eff_tR_us,agg_tok_s,per_user_tok_s,tpot_ms,usd_per_Mtok,J_per_token,capex_usd,wall_W,sensed_GB_per_token,senses_per_token_M,macs_per_sense,raw_cap_TB,usable_cap_TB,hits_500_agg,hits_25_user,hits_0p10_dollar
znand-4TB|shiftadd+expert_stationary|L4|B256|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,256,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.2,5438.5,0.347,0.37,1214,37,5.82,2.84,36674,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B256|fp8,shiftadd+expert_stationary,central,False,L2,F2,,256,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.2,5438.5,0.702,0.63,1746,50,5.82,2.84,36674,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L4|B256|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,256,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,47.1,0.2,5438.5,1.598,1.02,2668,68,5.82,2.84,36674,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B1|native,shiftadd+token,opt,True,L2,F2,,1,token,shiftadd,False,True,64,8,8,4096,3,3.0,18.4,18.4,54.3,1.099,7.45,1214,157,136.96,66.87,1558,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B1|native,shiftadd+token,central,True,L2,F2,,1,token,shiftadd,False,True,64,8,8,4096,3,3.0,18.4,18.4,54.3,2.321,12.96,1746,259,136.96,66.87,1558,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B1|native,shiftadd+token,adv,True,L2,F2,,1,token,shiftadd,False,True,64,8,8,4096,3,3.0,18.4,18.4,54.3,5.364,21.01,2668,407,136.96,66.87,1558,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B1|fp8,shiftadd+token,opt,False,L2,F2,,1,token,shiftadd,False,True,64,8,8,4096,3,3.0,28.5,28.5,35.1,0.701,4.54,1214,150,83.13,40.59,2567,4.1,2.05,False,True,False
znand-4TB|shiftadd+token|L8|B1|fp8,shiftadd+token,central,False,L2,F2,,1,token,shiftadd,False,True,64,8,8,4096,3,3.0,28.5,28.5,35.1,1.477,7.9,1746,245,83.13,40.59,2567,4.1,2.05,False,True,False
znand-4TB|shiftadd+token|L8|B1|fp8,shiftadd+token,adv,False,L2,F2,,1,token,shiftadd,False,True,64,8,8,4096,3,3.0,28.5,28.5,35.1,3.411,12.81,2668,385,83.13,40.59,2567,4.1,2.05,False,True,False
znand-4TB|shiftadd+token|L8|B2|native,shiftadd+token,opt,True,L2,F2,,2,token,shiftadd,False,True,64,8,8,4096,3,3.0,29.1,14.5,68.7,0.686,4.44,1214,149,81.16,39.63,2629,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B2|native,shiftadd+token,central,True,L2,F2,,2,token,shiftadd,False,True,64,8,8,4096,3,3.0,29.1,14.5,68.7,1.446,7.71,1746,244,81.16,39.63,2629,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B2|native,shiftadd+token,adv,True,L2,F2,,2,token,shiftadd,False,True,64,8,8,4096,3,3.0,29.1,14.5,68.7,3.339,12.51,2668,384,81.16,39.63,2629,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B2|fp8,shiftadd+token,opt,False,L2,F2,,2,token,shiftadd,False,True,64,8,8,4096,3,3.0,40.4,20.2,49.5,0.487,2.98,1214,141,54.25,26.49,3933,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B2|fp8,shiftadd+token,central,False,L2,F2,,2,token,shiftadd,False,True,64,8,8,4096,3,3.0,40.4,20.2,49.5,1.024,5.18,1746,229,54.25,26.49,3933,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B2|fp8,shiftadd+token,adv,False,L2,F2,,2,token,shiftadd,False,True,64,8,8,4096,3,3.0,40.4,20.2,49.5,2.363,8.4,2668,360,54.25,26.49,3933,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B4|native,shiftadd+token,opt,True,L2,F2,,4,token,shiftadd,False,True,64,8,8,4096,3,3.0,41.2,10.3,97.1,0.477,2.91,1214,140,52.93,25.84,4031,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B4|native,shiftadd+token,central,True,L2,F2,,4,token,shiftadd,False,True,64,8,8,4096,3,3.0,41.2,10.3,97.1,1.003,5.06,1746,228,52.93,25.84,4031,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B4|native,shiftadd+token,adv,True,L2,F2,,4,token,shiftadd,False,True,64,8,8,4096,3,3.0,41.2,10.3,97.1,2.315,8.2,2668,358,52.93,25.84,4031,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B4|fp8,shiftadd+token,opt,False,L2,F2,,4,token,shiftadd,False,True,64,8,8,4096,3,3.0,51.4,12.8,77.8,0.378,2.19,1214,132,39.47,19.27,5406,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B4|fp8,shiftadd+token,central,False,L2,F2,,4,token,shiftadd,False,True,64,8,8,4096,3,3.0,51.4,12.8,77.8,0.792,3.8,1746,215,39.47,19.27,5406,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B4|fp8,shiftadd+token,adv,False,L2,F2,,4,token,shiftadd,False,True,64,8,8,4096,3,3.0,51.4,12.8,77.8,1.826,6.15,2668,336,39.47,19.27,5406,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B8|native,shiftadd+token,opt,True,L2,F2,,8,token,shiftadd,False,True,64,8,8,4096,3,3.0,52.7,6.6,151.9,0.368,2.11,1214,131,38.16,18.63,5591,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B8|native,shiftadd+token,central,True,L2,F2,,8,token,shiftadd,False,True,64,8,8,4096,3,3.0,52.7,6.6,151.9,0.772,3.67,1746,213,38.16,18.63,5591,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B8|native,shiftadd+token,adv,True,L2,F2,,8,token,shiftadd,False,True,64,8,8,4096,3,3.0,52.7,6.6,151.9,1.779,5.95,2668,333,38.16,18.63,5591,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B8|fp8,shiftadd+token,opt,False,L2,F2,,8,token,shiftadd,False,True,64,8,8,4096,3,3.0,54.7,6.8,146.1,0.345,1.75,1214,116,31.43,15.35,6788,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B8|fp8,shiftadd+token,central,False,L2,F2,,8,token,shiftadd,False,True,64,8,8,4096,3,3.0,54.7,6.8,146.1,0.72,3.04,1746,186,31.43,15.35,6788,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B8|fp8,shiftadd+token,adv,False,L2,F2,,8,token,shiftadd,False,True,64,8,8,4096,3,3.0,54.7,6.8,146.1,1.655,4.93,2668,290,31.43,15.35,6788,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B16|native,shiftadd+token,opt,True,L2,F2,,16,token,shiftadd,False,True,64,8,8,4096,3,3.0,56.5,3.5,282.9,0.332,1.65,1214,113,29.59,14.45,7211,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B16|native,shiftadd+token,central,True,L2,F2,,16,token,shiftadd,False,True,64,8,8,4096,3,3.0,56.5,3.5,282.9,0.693,2.87,1746,182,29.59,14.45,7211,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B16|native,shiftadd+token,adv,True,L2,F2,,16,token,shiftadd,False,True,64,8,8,4096,3,3.0,56.5,3.5,282.9,1.594,4.65,2668,283,29.59,14.45,7211,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B16|fp8,shiftadd+token,opt,False,L2,F2,,16,token,shiftadd,False,True,64,8,8,4096,3,3.0,56.5,3.5,282.9,0.326,1.47,1214,103,26.22,12.8,8136,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B16|fp8,shiftadd+token,central,False,L2,F2,,16,token,shiftadd,False,True,64,8,8,4096,3,3.0,56.5,3.5,282.9,0.678,2.55,1746,164,26.22,12.8,8136,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B16|fp8,shiftadd+token,adv,False,L2,F2,,16,token,shiftadd,False,True,64,8,8,4096,3,3.0,56.5,3.5,282.9,1.558,4.13,2668,254,26.22,12.8,8136,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B32|native,shiftadd+token,opt,True,L2,F2,,32,token,shiftadd,False,True,64,8,8,4096,3,3.0,60.0,1.9,533.4,0.305,1.31,1214,99,23.28,11.37,9165,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B32|native,shiftadd+token,central,True,L2,F2,,32,token,shiftadd,False,True,64,8,8,4096,3,3.0,60.0,1.9,533.4,0.633,2.27,1746,156,23.28,11.37,9165,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B32|native,shiftadd+token,adv,True,L2,F2,,32,token,shiftadd,False,True,64,8,8,4096,3,3.0,60.0,1.9,533.4,1.454,3.68,2668,241,23.28,11.37,9165,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B32|fp8,shiftadd+token,opt,False,L2,F2,,32,token,shiftadd,False,True,64,8,8,4096,3,3.0,60.0,1.9,533.4,0.302,1.22,1214,93,21.6,10.55,9879,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B32|fp8,shiftadd+token,central,False,L2,F2,,32,token,shiftadd,False,True,64,8,8,4096,3,3.0,60.0,1.9,533.4,0.626,2.12,1746,147,21.6,10.55,9879,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B32|fp8,shiftadd+token,adv,False,L2,F2,,32,token,shiftadd,False,True,64,8,8,4096,3,3.0,60.0,1.9,533.4,1.436,3.43,2668,226,21.6,10.55,9879,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B64|native,shiftadd+token,opt,True,L2,F2,,64,token,shiftadd,False,True,64,8,8,4096,3,3.0,66.1,1.0,967.5,0.27,0.98,1214,85,17.2,8.4,12403,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B64|native,shiftadd+token,central,True,L2,F2,,64,token,shiftadd,False,True,64,8,8,4096,3,3.0,66.1,1.0,967.5,0.558,1.7,1746,133,17.2,8.4,12403,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B64|native,shiftadd+token,adv,True,L2,F2,,64,token,shiftadd,False,True,64,8,8,4096,3,3.0,66.1,1.0,967.5,1.278,2.76,2668,202,17.2,8.4,12403,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B64|fp8,shiftadd+token,opt,False,L2,F2,,64,token,shiftadd,False,True,64,8,8,4096,3,3.0,66.1,1.0,967.5,0.269,0.94,1214,82,16.36,7.99,13040,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B64|fp8,shiftadd+token,central,False,L2,F2,,64,token,shiftadd,False,True,64,8,8,4096,3,3.0,66.1,1.0,967.5,0.554,1.62,1746,127,16.36,7.99,13040,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B64|fp8,shiftadd+token,adv,False,L2,F2,,64,token,shiftadd,False,True,64,8,8,4096,3,3.0,66.1,1.0,967.5,1.269,2.63,2668,194,16.36,7.99,13040,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B128|native,shiftadd+token,opt,True,L2,F2,,128,token,shiftadd,False,True,64,8,8,4096,3,3.0,75.2,0.6,1701.7,0.231,0.65,1214,69,11.04,5.39,19322,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B128|native,shiftadd+token,central,True,L2,F2,,128,token,shiftadd,False,True,64,8,8,4096,3,3.0,75.2,0.6,1701.7,0.473,1.12,1746,104,11.04,5.39,19322,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B128|native,shiftadd+token,adv,True,L2,F2,,128,token,shiftadd,False,True,64,8,8,4096,3,3.0,75.2,0.6,1701.7,1.082,1.82,2668,157,11.04,5.39,19322,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B128|fp8,shiftadd+token,opt,False,L2,F2,,128,token,shiftadd,False,True,64,8,8,4096,3,3.0,75.2,0.6,1701.7,0.23,0.63,1214,67,10.62,5.19,20087,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B128|fp8,shiftadd+token,central,False,L2,F2,,128,token,shiftadd,False,True,64,8,8,4096,3,3.0,75.2,0.6,1701.7,0.471,1.08,1746,101,10.62,5.19,20087,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B128|fp8,shiftadd+token,adv,False,L2,F2,,128,token,shiftadd,False,True,64,8,8,4096,3,3.0,75.2,0.6,1701.7,1.078,1.76,2668,152,10.62,5.19,20087,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B256|native,shiftadd+token,opt,True,L2,F2,,256,token,shiftadd,False,True,64,8,8,4096,3,3.0,75.2,0.3,3403.3,0.222,0.38,1214,49,6.03,2.94,35395,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B256|native,shiftadd+token,central,True,L2,F2,,256,token,shiftadd,False,True,64,8,8,4096,3,3.0,75.2,0.3,3403.3,0.451,0.65,1746,69,6.03,2.94,35395,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B256|native,shiftadd+token,adv,True,L2,F2,,256,token,shiftadd,False,True,64,8,8,4096,3,3.0,75.2,0.3,3403.3,1.029,1.06,2668,99,6.03,2.94,35395,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B256|fp8,shiftadd+token,opt,False,L2,F2,,256,token,shiftadd,False,True,64,8,8,4096,3,3.0,75.2,0.3,3403.3,0.221,0.37,1214,48,5.82,2.84,36674,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B256|fp8,shiftadd+token,central,False,L2,F2,,256,token,shiftadd,False,True,64,8,8,4096,3,3.0,75.2,0.3,3403.3,0.45,0.63,1746,68,5.82,2.84,36674,4.1,2.05,False,False,False
znand-4TB|shiftadd+token|L8|B256|fp8,shiftadd+token,adv,False,L2,F2,,256,token,shiftadd,False,True,64,8,8,4096,3,3.0,75.2,0.3,3403.3,1.027,1.02,2668,97,5.82,2.84,36674,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B1|native,shiftadd+expert_stationary,opt,True,L2,F2,,1,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,18.4,18.4,54.3,1.099,7.45,1214,157,136.96,66.87,1558,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B1|native,shiftadd+expert_stationary,central,True,L2,F2,,1,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,18.4,18.4,54.3,2.321,12.96,1746,259,136.96,66.87,1558,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B1|native,shiftadd+expert_stationary,adv,True,L2,F2,,1,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,18.4,18.4,54.3,5.364,21.01,2668,407,136.96,66.87,1558,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B1|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,1,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,28.5,28.5,35.1,0.701,4.54,1214,150,83.13,40.59,2567,4.1,2.05,False,True,False
znand-4TB|shiftadd+expert_stationary|L8|B1|fp8,shiftadd+expert_stationary,central,False,L2,F2,,1,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,28.5,28.5,35.1,1.477,7.9,1746,245,83.13,40.59,2567,4.1,2.05,False,True,False
znand-4TB|shiftadd+expert_stationary|L8|B1|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,1,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,28.5,28.5,35.1,3.411,12.81,2668,385,83.13,40.59,2567,4.1,2.05,False,True,False
znand-4TB|shiftadd+expert_stationary|L8|B2|native,shiftadd+expert_stationary,opt,True,L2,F2,,2,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,29.1,14.5,68.7,0.686,4.44,1214,149,81.16,39.63,2629,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B2|native,shiftadd+expert_stationary,central,True,L2,F2,,2,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,29.1,14.5,68.7,1.446,7.71,1746,244,81.16,39.63,2629,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B2|native,shiftadd+expert_stationary,adv,True,L2,F2,,2,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,29.1,14.5,68.7,3.339,12.51,2668,384,81.16,39.63,2629,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B2|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,2,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,40.4,20.2,49.5,0.487,2.98,1214,141,54.25,26.49,3933,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B2|fp8,shiftadd+expert_stationary,central,False,L2,F2,,2,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,40.4,20.2,49.5,1.024,5.18,1746,229,54.25,26.49,3933,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B2|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,2,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,40.4,20.2,49.5,2.363,8.4,2668,360,54.25,26.49,3933,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B4|native,shiftadd+expert_stationary,opt,True,L2,F2,,4,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,41.2,10.3,97.1,0.477,2.91,1214,140,52.93,25.84,4031,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B4|native,shiftadd+expert_stationary,central,True,L2,F2,,4,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,41.2,10.3,97.1,1.003,5.06,1746,228,52.93,25.84,4031,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B4|native,shiftadd+expert_stationary,adv,True,L2,F2,,4,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,41.2,10.3,97.1,2.315,8.2,2668,358,52.93,25.84,4031,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B4|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,4,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,51.4,12.8,77.8,0.378,2.19,1214,132,39.47,19.27,5406,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B4|fp8,shiftadd+expert_stationary,central,False,L2,F2,,4,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,51.4,12.8,77.8,0.792,3.8,1746,215,39.47,19.27,5406,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B4|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,4,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,51.4,12.8,77.8,1.826,6.15,2668,336,39.47,19.27,5406,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B8|native,shiftadd+expert_stationary,opt,True,L2,F2,,8,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,52.7,6.6,151.9,0.368,2.11,1214,131,38.16,18.63,5591,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B8|native,shiftadd+expert_stationary,central,True,L2,F2,,8,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,52.7,6.6,151.9,0.772,3.67,1746,213,38.16,18.63,5591,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B8|native,shiftadd+expert_stationary,adv,True,L2,F2,,8,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,52.7,6.6,151.9,1.779,5.95,2668,333,38.16,18.63,5591,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B8|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,8,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,54.7,6.8,146.1,0.345,1.75,1214,116,31.43,15.35,6788,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B8|fp8,shiftadd+expert_stationary,central,False,L2,F2,,8,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,54.7,6.8,146.1,0.72,3.04,1746,186,31.43,15.35,6788,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B8|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,8,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,54.7,6.8,146.1,1.655,4.93,2668,290,31.43,15.35,6788,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B16|native,shiftadd+expert_stationary,opt,True,L2,F2,,16,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,56.5,3.5,282.9,0.332,1.65,1214,113,29.59,14.45,7211,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B16|native,shiftadd+expert_stationary,central,True,L2,F2,,16,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,56.5,3.5,282.9,0.693,2.87,1746,182,29.59,14.45,7211,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B16|native,shiftadd+expert_stationary,adv,True,L2,F2,,16,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,56.5,3.5,282.9,1.594,4.65,2668,283,29.59,14.45,7211,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B16|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,16,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,56.5,3.5,282.9,0.326,1.47,1214,103,26.22,12.8,8136,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B16|fp8,shiftadd+expert_stationary,central,False,L2,F2,,16,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,56.5,3.5,282.9,0.678,2.55,1746,164,26.22,12.8,8136,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B16|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,16,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,56.5,3.5,282.9,1.558,4.13,2668,254,26.22,12.8,8136,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B32|native,shiftadd+expert_stationary,opt,True,L2,F2,,32,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,60.0,1.9,533.4,0.305,1.31,1214,99,23.28,11.37,9165,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B32|native,shiftadd+expert_stationary,central,True,L2,F2,,32,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,60.0,1.9,533.4,0.633,2.27,1746,156,23.28,11.37,9165,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B32|native,shiftadd+expert_stationary,adv,True,L2,F2,,32,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,60.0,1.9,533.4,1.454,3.68,2668,241,23.28,11.37,9165,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B32|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,32,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,60.0,1.9,533.4,0.302,1.22,1214,93,21.6,10.55,9879,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B32|fp8,shiftadd+expert_stationary,central,False,L2,F2,,32,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,60.0,1.9,533.4,0.626,2.12,1746,147,21.6,10.55,9879,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B32|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,32,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,60.0,1.9,533.4,1.436,3.43,2668,226,21.6,10.55,9879,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B64|native,shiftadd+expert_stationary,opt,True,L2,F2,,64,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,66.1,1.0,967.5,0.27,0.98,1214,85,17.2,8.4,12403,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B64|native,shiftadd+expert_stationary,central,True,L2,F2,,64,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,66.1,1.0,967.5,0.558,1.7,1746,133,17.2,8.4,12403,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B64|native,shiftadd+expert_stationary,adv,True,L2,F2,,64,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,66.1,1.0,967.5,1.278,2.76,2668,202,17.2,8.4,12403,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B64|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,64,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,66.1,1.0,967.5,0.269,0.94,1214,82,16.36,7.99,13040,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B64|fp8,shiftadd+expert_stationary,central,False,L2,F2,,64,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,66.1,1.0,967.5,0.554,1.62,1746,127,16.36,7.99,13040,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B64|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,64,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,66.1,1.0,967.5,1.269,2.63,2668,194,16.36,7.99,13040,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B128|native,shiftadd+expert_stationary,opt,True,L2,F2,,128,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,75.2,0.6,1701.7,0.231,0.65,1214,69,11.04,5.39,19322,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B128|native,shiftadd+expert_stationary,central,True,L2,F2,,128,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,75.2,0.6,1701.7,0.473,1.12,1746,104,11.04,5.39,19322,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B128|native,shiftadd+expert_stationary,adv,True,L2,F2,,128,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,75.2,0.6,1701.7,1.082,1.82,2668,157,11.04,5.39,19322,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B128|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,128,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,75.2,0.6,1701.7,0.23,0.63,1214,67,10.62,5.19,20087,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B128|fp8,shiftadd+expert_stationary,central,False,L2,F2,,128,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,75.2,0.6,1701.7,0.471,1.08,1746,101,10.62,5.19,20087,4.1,2.05,False,False,False
znand-4TB|shiftadd+expert_stationary|L8|B128|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,128,expert_stationary,shiftadd,False,True,64,8,8,4096,3,3.0,75.2,0.6,1701.7,1.078,1.76,2668,152,10.62,5.19,20087,4.1,2.05,False,False,False
