name,family,case,qualifying,evidence,mod_class,unverified,batch,dataflow,reducer,cr_read,slc_mode,channels,dies_per_channel,planes_per_die,n_planes,tR_us,eff_tR_us,agg_tok_s,per_user_tok_s,tpot_ms,usd_per_Mtok,J_per_token,capex_usd,wall_W,sensed_GB_per_token,senses_per_token_M,macs_per_sense,raw_cap_TB,usable_cap_TB,hits_500_agg,hits_25_user,hits_0p10_dollar
slcTLC-22TB|shiftadd+token|L32|B128|native,shiftadd+token,central,True,L2,F2,,128,token,shiftadd,False,True,64,8,6,3072,15,15.0,102.1,0.8,1253.2,1.067,1.12,5832,135,11.04,0.67,154576,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+token|L32|B128|native,shiftadd+token,adv,True,L2,F2,,128,token,shiftadd,False,True,64,8,6,3072,15,15.0,102.1,0.8,1253.2,2.922,1.82,10751,206,11.04,0.67,154576,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+token|L32|B128|fp8,shiftadd+token,opt,False,L2,F2,,128,token,shiftadd,False,True,64,8,6,3072,15,15.0,102.1,0.8,1253.2,0.391,0.63,2990,84,10.62,0.65,160695,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+token|L32|B128|fp8,shiftadd+token,central,False,L2,F2,,128,token,shiftadd,False,True,64,8,6,3072,15,15.0,102.1,0.8,1253.2,1.065,1.08,5832,131,10.62,0.65,160695,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+token|L32|B128|fp8,shiftadd+token,adv,False,L2,F2,,128,token,shiftadd,False,True,64,8,6,3072,15,15.0,102.1,0.8,1253.2,2.917,1.76,10751,199,10.62,0.65,160695,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+token|L32|B256|native,shiftadd+token,opt,True,L2,F2,,256,token,shiftadd,False,True,64,8,6,3072,15,15.0,118.7,0.5,2156.9,0.331,0.38,2990,65,6.03,0.37,283160,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+token|L32|B256|native,shiftadd+token,central,True,L2,F2,,256,token,shiftadd,False,True,64,8,6,3072,15,15.0,118.7,0.5,2156.9,0.904,0.65,5832,97,6.03,0.37,283160,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+token|L32|B256|native,shiftadd+token,adv,True,L2,F2,,256,token,shiftadd,False,True,64,8,6,3072,15,15.0,118.7,0.5,2156.9,2.479,1.06,10751,145,6.03,0.37,283160,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+token|L32|B256|fp8,shiftadd+token,opt,False,L2,F2,,256,token,shiftadd,False,True,64,8,6,3072,15,15.0,118.7,0.5,2156.9,0.331,0.37,2990,64,5.82,0.36,293393,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+token|L32|B256|fp8,shiftadd+token,central,False,L2,F2,,256,token,shiftadd,False,True,64,8,6,3072,15,15.0,118.7,0.5,2156.9,0.903,0.63,5832,95,5.82,0.36,293393,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+token|L32|B256|fp8,shiftadd+token,adv,False,L2,F2,,256,token,shiftadd,False,True,64,8,6,3072,15,15.0,118.7,0.5,2156.9,2.477,1.02,10751,141,5.82,0.36,293393,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B1|native,shiftadd+expert_stationary,opt,True,L2,F2,,1,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,21.7,21.7,46.2,1.99,7.45,2990,181,136.96,8.36,12463,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B1|native,shiftadd+expert_stationary,central,True,L2,F2,,1,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,21.7,21.7,46.2,5.386,12.96,5832,301,136.96,8.36,12463,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B1|native,shiftadd+expert_stationary,adv,True,L2,F2,,1,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,21.7,21.7,46.2,14.639,21.01,10751,475,136.96,8.36,12463,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B1|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,1,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,33.2,33.2,30.1,1.288,4.54,2990,171,83.13,5.07,20534,21.86,10.93,False,True,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B1|fp8,shiftadd+expert_stationary,central,False,L2,F2,,1,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,33.2,33.2,30.1,3.489,7.9,5832,282,83.13,5.07,20534,21.86,10.93,False,True,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B1|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,1,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,33.2,33.2,30.1,9.489,12.81,10751,445,83.13,5.07,20534,21.86,10.93,False,True,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B2|native,shiftadd+expert_stationary,opt,True,L2,F2,,2,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,33.9,16.9,59.1,1.263,4.44,2990,170,81.16,4.95,21031,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B2|native,shiftadd+expert_stationary,central,True,L2,F2,,2,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,33.9,16.9,59.1,3.419,7.71,5832,281,81.16,4.95,21031,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B2|native,shiftadd+expert_stationary,adv,True,L2,F2,,2,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,33.9,16.9,59.1,9.301,12.51,10751,443,81.16,4.95,21031,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B2|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,2,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,46.5,23.2,43.0,0.912,2.98,2990,159,54.25,3.31,31465,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B2|fp8,shiftadd+expert_stationary,central,False,L2,F2,,2,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,46.5,23.2,43.0,2.47,5.18,5832,261,54.25,3.31,31465,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B2|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,2,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,46.5,23.2,43.0,6.726,8.4,10751,411,54.25,3.31,31465,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B4|native,shiftadd+expert_stationary,opt,True,L2,F2,,4,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,47.4,11.8,84.5,0.894,2.91,2990,158,52.93,3.23,32251,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B4|native,shiftadd+expert_stationary,central,True,L2,F2,,4,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,47.4,11.8,84.5,2.424,5.06,5832,260,52.93,3.23,32251,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B4|native,shiftadd+expert_stationary,adv,True,L2,F2,,4,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,47.4,11.8,84.5,6.599,8.2,10751,408,52.93,3.23,32251,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B4|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,4,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,58.4,14.6,68.4,0.719,2.19,2990,148,39.47,2.41,43246,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B4|fp8,shiftadd+expert_stationary,central,False,L2,F2,,4,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,58.4,14.6,68.4,1.949,3.8,5832,242,39.47,2.41,43246,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B4|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,4,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,58.4,14.6,68.4,5.312,6.15,10751,380,39.47,2.41,43246,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B8|native,shiftadd+expert_stationary,opt,True,L2,F2,,8,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,59.8,7.5,133.7,0.702,2.11,2990,146,38.16,2.33,44728,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B8|native,shiftadd+expert_stationary,central,True,L2,F2,,8,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,59.8,7.5,133.7,1.903,3.67,5832,240,38.16,2.33,44728,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B8|native,shiftadd+expert_stationary,adv,True,L2,F2,,8,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,59.8,7.5,133.7,5.186,5.95,10751,376,38.16,2.33,44728,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B8|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,8,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,68.0,8.5,117.7,0.614,1.75,2990,139,31.43,1.92,54303,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B8|fp8,shiftadd+expert_stationary,central,False,L2,F2,,8,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,68.0,8.5,117.7,1.666,3.04,5832,227,31.43,1.92,54303,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B8|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,8,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,68.0,8.5,117.7,4.543,4.93,10751,355,31.43,1.92,54303,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B16|native,shiftadd+expert_stationary,opt,True,L2,F2,,16,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,70.6,4.4,226.6,0.59,1.65,2990,137,29.59,1.81,57691,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B16|native,shiftadd+expert_stationary,central,True,L2,F2,,16,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,70.6,4.4,226.6,1.601,2.87,5832,222,29.59,1.81,57691,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B16|native,shiftadd+expert_stationary,adv,True,L2,F2,,16,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,70.6,4.4,226.6,4.366,4.65,10751,348,29.59,1.81,57691,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B16|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,16,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,74.0,4.6,216.1,0.559,1.47,2990,129,26.22,1.6,65092,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B16|fp8,shiftadd+expert_stationary,central,False,L2,F2,,16,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,74.0,4.6,216.1,1.518,2.55,5832,209,26.22,1.6,65092,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B16|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,16,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,74.0,4.6,216.1,4.143,4.13,10751,326,26.22,1.6,65092,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B32|native,shiftadd+expert_stationary,opt,True,L2,F2,,32,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,79.0,2.5,405.2,0.522,1.31,2990,124,23.28,1.42,73324,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B32|native,shiftadd+expert_stationary,central,True,L2,F2,,32,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,79.0,2.5,405.2,1.418,2.27,5832,200,23.28,1.42,73324,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B32|native,shiftadd+expert_stationary,adv,True,L2,F2,,32,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,79.0,2.5,405.2,3.871,3.68,10751,311,23.28,1.42,73324,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B32|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,32,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,79.0,2.5,405.2,0.519,1.22,2990,116,21.6,1.32,79034,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B32|fp8,shiftadd+expert_stationary,central,False,L2,F2,,32,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,79.0,2.5,405.2,1.411,2.12,5832,187,21.6,1.32,79034,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B32|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,32,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,79.0,2.5,405.2,3.853,3.43,10751,291,21.6,1.32,79034,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B64|native,shiftadd+expert_stationary,opt,True,L2,F2,,64,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,88.0,1.4,727.6,0.462,0.98,2990,106,17.2,1.05,99220,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B64|native,shiftadd+expert_stationary,central,True,L2,F2,,64,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,88.0,1.4,727.6,1.257,1.7,5832,170,17.2,1.05,99220,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B64|native,shiftadd+expert_stationary,adv,True,L2,F2,,64,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,88.0,1.4,727.6,3.437,2.76,10751,263,17.2,1.05,99220,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B64|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,64,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,88.0,1.4,727.6,0.461,0.94,2990,102,16.36,1.0,104320,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B64|fp8,shiftadd+expert_stationary,central,False,L2,F2,,64,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,88.0,1.4,727.6,1.254,1.62,5832,163,16.36,1.0,104320,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B64|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,64,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,88.0,1.4,727.6,3.428,2.63,10751,251,16.36,1.0,104320,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B128|native,shiftadd+expert_stationary,opt,True,L2,F2,,128,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,102.1,0.8,1253.2,0.392,0.65,2990,86,11.04,0.67,154576,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B128|native,shiftadd+expert_stationary,central,True,L2,F2,,128,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,102.1,0.8,1253.2,1.067,1.12,5832,135,11.04,0.67,154576,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B128|native,shiftadd+expert_stationary,adv,True,L2,F2,,128,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,102.1,0.8,1253.2,2.922,1.82,10751,206,11.04,0.67,154576,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B128|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,128,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,102.1,0.8,1253.2,0.391,0.63,2990,84,10.62,0.65,160695,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B128|fp8,shiftadd+expert_stationary,central,False,L2,F2,,128,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,102.1,0.8,1253.2,1.065,1.08,5832,131,10.62,0.65,160695,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B128|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,128,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,102.1,0.8,1253.2,2.917,1.76,10751,199,10.62,0.65,160695,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B256|native,shiftadd+expert_stationary,opt,True,L2,F2,,256,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,118.7,0.5,2156.9,0.331,0.38,2990,65,6.03,0.37,283160,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B256|native,shiftadd+expert_stationary,central,True,L2,F2,,256,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,118.7,0.5,2156.9,0.904,0.65,5832,97,6.03,0.37,283160,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B256|native,shiftadd+expert_stationary,adv,True,L2,F2,,256,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,118.7,0.5,2156.9,2.479,1.06,10751,145,6.03,0.37,283160,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B256|fp8,shiftadd+expert_stationary,opt,False,L2,F2,,256,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,118.7,0.5,2156.9,0.331,0.37,2990,64,5.82,0.36,293393,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B256|fp8,shiftadd+expert_stationary,central,False,L2,F2,,256,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,118.7,0.5,2156.9,0.903,0.63,5832,95,5.82,0.36,293393,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+expert_stationary|L32|B256|fp8,shiftadd+expert_stationary,adv,False,L2,F2,,256,expert_stationary,shiftadd,False,True,64,8,6,3072,15,15.0,118.7,0.5,2156.9,2.477,1.02,10751,141,5.82,0.36,293393,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B1|native,shiftadd+cr+token,opt,True,L3,F2,cr-read-on-this-part,1,token,shiftadd,True,True,64,8,6,3072,15,5.43,36.7,36.7,27.2,1.119,2.72,2990,120,136.96,8.36,12463,21.86,10.93,False,True,False
slcTLC-22TB|shiftadd+cr+token|L4|B1|native,shiftadd+cr+token,central,True,L3,F2,cr-read-on-this-part,1,token,shiftadd,True,True,64,8,6,3072,15,6.88,32.9,32.9,30.4,3.42,5.73,5832,208,136.96,8.36,12463,21.86,10.93,False,True,False
slcTLC-22TB|shiftadd+cr+token|L4|B1|native,shiftadd+cr+token,adv,True,L3,F2,cr-read-on-this-part,1,token,shiftadd,True,True,64,8,6,3072,15,9.42,27.8,27.8,36.0,11.189,12.99,10751,380,136.96,8.36,12463,21.86,10.93,False,True,False
slcTLC-22TB|shiftadd+cr+token|L4|B1|fp8,shiftadd+cr+token,opt,False,L3,F2,cr-read-on-this-part,1,token,shiftadd,True,True,64,8,6,3072,15,5.43,37.7,37.7,26.5,1.059,1.67,2990,83,83.13,5.07,20534,21.86,10.93,False,True,False
slcTLC-22TB|shiftadd+cr+token|L4|B1|fp8,shiftadd+cr+token,central,False,L3,F2,cr-read-on-this-part,1,token,shiftadd,True,True,64,8,6,3072,15,6.88,37.7,37.7,26.5,2.915,3.51,5832,152,83.13,5.07,20534,21.86,10.93,False,True,False
slcTLC-22TB|shiftadd+cr+token|L4|B1|fp8,shiftadd+cr+token,adv,False,L3,F2,cr-read-on-this-part,1,token,shiftadd,True,True,64,8,6,3072,15,9.42,37.7,37.7,26.5,8.131,7.94,10751,319,83.13,5.07,20534,21.86,10.93,False,True,False
slcTLC-22TB|shiftadd+cr+token|L4|B2|native,shiftadd+cr+token,opt,True,L3,F2,cr-read-on-this-part,2,token,shiftadd,True,True,64,8,6,3072,15,5.43,37.7,18.8,53.1,1.058,1.63,2990,81,81.16,4.95,21031,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B2|native,shiftadd+cr+token,central,True,L3,F2,cr-read-on-this-part,2,token,shiftadd,True,True,64,8,6,3072,15,6.88,37.7,18.8,53.1,2.911,3.43,5832,149,81.16,4.95,21031,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B2|native,shiftadd+cr+token,adv,True,L3,F2,cr-read-on-this-part,2,token,shiftadd,True,True,64,8,6,3072,15,9.42,37.7,18.8,53.1,8.117,7.75,10751,312,81.16,4.95,21031,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B2|fp8,shiftadd+cr+token,opt,False,L3,F2,cr-read-on-this-part,2,token,shiftadd,True,True,64,8,6,3072,15,5.43,37.7,18.8,53.1,1.041,1.11,2990,62,54.25,3.31,31465,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B2|fp8,shiftadd+cr+token,central,False,L3,F2,cr-read-on-this-part,2,token,shiftadd,True,True,64,8,6,3072,15,6.88,37.7,18.8,53.1,2.859,2.32,5832,107,54.25,3.31,31465,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B2|fp8,shiftadd+cr+token,adv,False,L3,F2,cr-read-on-this-part,2,token,shiftadd,True,True,64,8,6,3072,15,9.42,37.7,18.8,53.1,7.942,5.23,10751,217,54.25,3.31,31465,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B4|native,shiftadd+cr+token,opt,True,L3,F2,cr-read-on-this-part,4,token,shiftadd,True,True,64,8,6,3072,15,5.43,37.7,9.4,106.2,1.04,1.08,2990,61,52.93,3.23,32251,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B4|native,shiftadd+cr+token,central,True,L3,F2,cr-read-on-this-part,4,token,shiftadd,True,True,64,8,6,3072,15,6.88,37.7,9.4,106.2,2.857,2.27,5832,105,52.93,3.23,32251,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B4|native,shiftadd+cr+token,adv,True,L3,F2,cr-read-on-this-part,4,token,shiftadd,True,True,64,8,6,3072,15,9.42,37.7,9.4,106.2,7.933,5.1,10751,212,52.93,3.23,32251,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B4|fp8,shiftadd+cr+token,opt,False,L3,F2,cr-read-on-this-part,4,token,shiftadd,True,True,64,8,6,3072,15,5.43,37.7,9.4,106.2,1.031,0.82,2990,51,39.47,2.41,43246,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B4|fp8,shiftadd+cr+token,central,False,L3,F2,cr-read-on-this-part,4,token,shiftadd,True,True,64,8,6,3072,15,6.88,37.7,9.4,106.2,2.831,1.71,5832,84,39.47,2.41,43246,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B4|fp8,shiftadd+cr+token,adv,False,L3,F2,cr-read-on-this-part,4,token,shiftadd,True,True,64,8,6,3072,15,9.42,37.7,9.4,106.2,7.845,3.84,10751,165,39.47,2.41,43246,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B8|native,shiftadd+cr+token,opt,True,L3,F2,cr-read-on-this-part,8,token,shiftadd,True,True,64,8,6,3072,15,5.43,37.7,4.7,212.4,1.03,0.8,2990,50,38.16,2.33,44728,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B8|native,shiftadd+cr+token,central,True,L3,F2,cr-read-on-this-part,8,token,shiftadd,True,True,64,8,6,3072,15,6.88,37.7,4.7,212.4,2.829,1.66,5832,82,38.16,2.33,44728,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B8|native,shiftadd+cr+token,adv,True,L3,F2,cr-read-on-this-part,8,token,shiftadd,True,True,64,8,6,3072,15,9.42,37.7,4.7,212.4,7.836,3.72,10751,160,38.16,2.33,44728,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B8|fp8,shiftadd+cr+token,opt,False,L3,F2,cr-read-on-this-part,8,token,shiftadd,True,True,64,8,6,3072,15,5.43,37.7,4.7,212.4,1.026,0.66,2990,45,31.43,1.92,54303,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B8|fp8,shiftadd+cr+token,central,False,L3,F2,cr-read-on-this-part,8,token,shiftadd,True,True,64,8,6,3072,15,6.88,37.7,4.7,212.4,2.816,1.38,5832,72,31.43,1.92,54303,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B8|fp8,shiftadd+cr+token,adv,False,L3,F2,cr-read-on-this-part,8,token,shiftadd,True,True,64,8,6,3072,15,9.42,37.7,4.7,212.4,7.793,3.09,10751,136,31.43,1.92,54303,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B16|native,shiftadd+cr+token,opt,True,L3,F2,cr-read-on-this-part,16,token,shiftadd,True,True,64,8,6,3072,15,5.43,37.7,2.4,424.7,1.025,0.63,2990,44,29.59,1.81,57691,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B16|native,shiftadd+cr+token,central,True,L3,F2,cr-read-on-this-part,16,token,shiftadd,True,True,64,8,6,3072,15,6.88,37.7,2.4,424.7,2.812,1.3,5832,69,29.59,1.81,57691,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B16|native,shiftadd+cr+token,adv,True,L3,F2,cr-read-on-this-part,16,token,shiftadd,True,True,64,8,6,3072,15,9.42,37.7,2.4,424.7,7.78,2.91,10751,130,29.59,1.81,57691,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B16|fp8,shiftadd+cr+token,opt,False,L3,F2,cr-read-on-this-part,16,token,shiftadd,True,True,64,8,6,3072,15,5.43,37.7,2.4,424.7,1.023,0.56,2990,41,26.22,1.6,65092,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B16|fp8,shiftadd+cr+token,central,False,L3,F2,cr-read-on-this-part,16,token,shiftadd,True,True,64,8,6,3072,15,6.88,37.7,2.4,424.7,2.806,1.17,5832,64,26.22,1.6,65092,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B16|fp8,shiftadd+cr+token,adv,False,L3,F2,cr-read-on-this-part,16,token,shiftadd,True,True,64,8,6,3072,15,9.42,37.7,2.4,424.7,7.759,2.6,10751,118,26.22,1.6,65092,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B32|native,shiftadd+cr+token,opt,True,L3,F2,cr-read-on-this-part,32,token,shiftadd,True,True,64,8,6,3072,15,5.43,37.7,1.2,849.4,1.021,0.51,2990,39,23.28,1.42,73324,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B32|native,shiftadd+cr+token,central,True,L3,F2,cr-read-on-this-part,32,token,shiftadd,True,True,64,8,6,3072,15,6.88,37.7,1.2,849.4,2.8,1.04,5832,59,23.28,1.42,73324,21.86,10.93,False,False,False
slcTLC-22TB|shiftadd+cr+token|L4|B32|native,shiftadd+cr+token,adv,True,L3,F2,cr-read-on-this-part,32,token,shiftadd,True,True,64,8,6,3072,15,9.42,37.7,1.2,849.4,7.739,2.32,10751,107,23.28,1.42,73324,21.86,10.93,False,False,False
